管理部查詢時間,地區,機關窗口,機關名稱,標案案號,標案名稱,預算金額,本採購是否屬中央政府計畫型案件,計劃案名稱,招標方式,公告日期,截止日期,詳細連結
2026/05/28 10:37:57,中部,未提供,臺南市政府社會局,1150107,115年度臺南市政府社會局-馬上勇者夏日營活動,"658,000",否,無,公開取得報價單或企劃書,115/05/27,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzEyNTk=
2026/05/28 10:37:57,中部,未提供,新北市政府消防局,TPFB115058-1150796361,新北市政府消防局115年優化緊急救護裝備器材-自動心肺復甦機採購案,"13,300,000",否,無,公開招標,115/05/27,115/06/02,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzExODE=
2026/05/28 10:37:57,中部,未提供,臺南市政府,115C0006,115年度臺南市政府民治市政中心冰水主機汰舊更新(節能績效保證專案),"20,436,000",否,無,公開招標,115/05/27,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzExNTY=
2026/05/28 10:37:57,中部,未提供,連江縣東引鄉公所,115-26A-01-1150427,115年連江縣政府推動社區營造及村落文化發展計畫－Mayu共創島嶼大未來計畫- KEEP DONGYIN中路活化深耕計畫,"800,000",否,無,公開取得報價單或企劃書,115/05/27,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzA4NTE=
2026/05/28 10:37:57,中部,未提供,高雄市大寮區大寮國民小學,dlp11504a,高雄市政府教育局115年度增充交通安全裝備採購,"2,960,000",否,無,公開招標,115/05/27,115/06/04,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjk4NTk=
2026/05/28 10:37:57,中部,未提供,桃園市政府體育局,115023,桃園市政府參訪日本高齡者運動場域參訪計畫勞務服務採購案,"517,163",否,無,公開取得報價單或企劃書,115/05/26,115/06/02,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzA2NzE=
2026/05/28 10:37:57,中部,未提供,桃園市政府工務局,1150525-2,桃園市政府115年場外空難災害搶救處理演習場地布置及設備租賃需求委託專業服務採購案,"2,000,000",否,無,經公開評選或公開徵求之限制性招標,115/05/26,115/06/08,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzA2Mzg=
2026/05/28 10:37:57,中部,未提供,臺東縣政府,115720430316,2026臺東縣政府踩線行程規劃暨執行開口契約勞務委託案,"1,800,000",否,無,經公開評選或公開徵求之限制性招標,115/05/26,115/06/05,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzAzMjU=
2026/05/28 10:37:57,中部,未提供,高雄市政府工務局新建工程處,115407C,高雄市政府警察局鳳山分局南成派出所新建工程,"89,924,253",否,無,公開招標,115/05/26,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzAyOTM=
2026/05/28 10:37:57,中部,未提供,臺南市安南區長安國民小學,115-TNE302,115年度臺南市政府教育局所屬學校校園廢樹幹(枝)災害清運處理勞務採購(開口契約),"700,000",否,無,公開招標,115/05/26,115/06/03,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzAyNjk=
2026/05/28 10:37:57,中部,未提供,屏東縣政府,E1150525-1,屏東縣政府115年度資訊機房不斷電系統(UPS)採購案,"2,000,000",否,無,公開招標,115/05/26,115/06/08,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzAyMjY=
2026/05/28 10:37:57,中部,未提供,桃園市政府工務局,1150511-AA1,桃園市政府體育局115年全民運動會水中運動競賽場地修繕工程,"2,068,086",否,無,公開招標,115/05/26,115/06/02,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzAxOTA=
2026/05/28 10:37:57,中部,未提供,高雄市政府觀光局,115040,高雄市政府觀光局「115年度事務工作委外」勞務採購案,"531,583",否,無,經公開評選或公開徵求之限制性招標,115/05/26,115/06/09,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzAxNjI=
2026/05/28 10:37:57,中部,未提供,臺中市政府勞工局,1150526-1,115年度臺中市政府勞工局短期職業訓練暨技能認證訓練計畫(二),"794,599",否,無,公開取得報價單或企劃書,115/05/26,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzAxNDI=
2026/05/28 10:37:57,中部,未提供,宜蘭縣政府衛生局,1150602-1000,「宜蘭縣政府衛生局所屬原鄉衛生所115年醫療設備」採購案,"540,000",否,無,公開取得報價單或企劃書,115/05/26,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjk5NjQ=
2026/05/28 10:37:57,中部,未提供,新北市政府採購處,1150604B,115年新北市政府E宿新北打卡趣系統建置案,"2,643,900",否,無,經公開評選或公開徵求之限制性招標,115/05/26,115/06/04,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjgzNzE=
2026/05/28 10:37:57,中部,未提供,新北市政府違章建築拆除大隊,11505,新北市政府違章建築拆除大隊115年度工作服採購案,"420,000",否,無,公開取得報價單或企劃書,115/05/26,115/06/02,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjQyNDc=
2026/05/28 10:37:57,中部,未提供,臺南市政府工務局,11150505,115年度臺南市政府工務局國民、安南瀝青拌合工廠拌合機具機械維修工程(開口契約),"5,503,410",否,無,公開招標,115/05/25,115/06/16,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjk3MDc=
2026/05/28 10:37:57,中部,未提供,高雄市政府社會局,3298,高雄市政府社會局委託辦理「大寮社宅身心障礙者日間照顧服務暨社區居住服務」,"14,032,378",否,無,經公開評選或公開徵求之限制性招標,115/05/25,115/06/16,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjk2MDg=
2026/05/28 10:37:57,中部,未提供,臺南市政府教育局,20260522,115年臺南市政府教育局檔案庫房檔案架採購案,"550,000",否,無,公開取得報價單或企劃書,115/05/25,115/06/03,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjk0MzI=
2026/05/28 10:37:57,中部,未提供,新北市政府警察局瑞芳分局,1152609473,新北市政府警察局瑞芳分局115年度福隆派出所廳舍整修工程,"4,488,032",否,無,公開招標,115/05/25,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjkyOTQ=
2026/05/28 10:37:57,中部,未提供,彰化縣政府,115-054-035-231,115年度彰化縣政府採購私有既有道路土地,"30,000,000",否,無,公開招標,115/05/25,115/07/29,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjkyMjE=
2026/05/28 10:37:57,中部,未提供,新竹市政府,1150154,新竹市政府115年度全市無線上網服務案,"3,652,000",否,無,公開招標,115/05/25,115/06/03,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjkxNDU=
2026/05/28 10:37:57,中部,未提供,屏東縣政府,E1150521-1 (更正公告),屏東縣政府AI推動策略委託專業規劃案,"1,000,000",否,無,公開取得報價單或企劃書,115/05/25,115/06/08,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjgyMzI=
2026/05/28 10:37:57,中部,未提供,新北市政府新建工程處,1155142520 (更正公告),115年度新北市政府新建工程處會議室麥克風系統安裝採購案,"640,000",否,無,公開取得報價單或企劃書,115/05/25,115/06/05,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjc5NTU=
2026/05/28 10:37:57,中部,未提供,新北市政府採購處,1150610-1,新北市政府社會局委託辦理新店央北社宅身心障礙者社區式支持照顧服務,"15,318,112",否,無,經公開評選或公開徵求之限制性招標,115/05/25,115/06/10,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjQxNDI=
2026/05/28 10:37:57,中部,未提供,桃園市政府家庭暴力暨性侵害防治中心,1150505-1,桃園市政府家庭暴力暨性侵害防治中心南區辦公室裝修規劃設計及監造技術服務案,"430,000",否,無,公開取得報價單或企劃書,115/05/22,115/06/04,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjg2OTk=
2026/05/28 10:37:57,中部,未提供,桃園市政府農業局,AD1150028,115年桃園市「推動地方政府疫病蟲害主動調查制度」,"1,067,000",否,無,公開取得報價單或企劃書,115/05/22,115/05/28,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjgzMTE=
2026/05/28 10:37:57,中部,未提供,桃園市政府交通局,11505-2,115年桃園市政府交通局轄管公有路外停⾞場先期規劃及財務評估委託專業服務案,"900,000",否,無,公開取得報價單或企劃書,115/05/22,115/05/29,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjgyMTA=
2026/05/28 10:37:57,中部,未提供,新北市政府地政局,1150522L,新北市政府地政局115年非都市土地編定管制及國土計畫業務研習之教育訓練場地及餐飲等勞務採購案,"420,000",否,無,公開取得報價單或企劃書,115/05/22,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjgwOTY=
2026/05/28 10:37:57,中部,未提供,嘉義市政府,GA115013,嘉義市政府虛擬化架構平台建置案,"16,800,000",否,無,公開招標,115/05/22,115/05/29,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjc4MjQ=
2026/05/28 10:37:57,中部,未提供,國營臺灣鐵路股份有限公司,L0515C3017M,代辦苗栗縣政府「苗14線拓寬工程(造橋交流道聯絡道)-老莊路平交道拓寬工程(周邊相關線路號誌部分)」,"4,242,581",否,無,公開招標,115/05/22,115/06/03,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjc3MjE=
2026/05/28 10:37:57,中部,未提供,新北市政府交通局,38229-115-031,115年度新北市政府交通局各停管場、路外停車場管理員及規劃人員服裝暨工作鞋採購案,"588,700",否,無,公開取得報價單或企劃書,115/05/22,115/05/28,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjc1NjA=
2026/05/28 10:37:57,中部,未提供,新北市政府採購處,1150610A,新北市政府行政大樓不斷電系統（UPS）設備維護保養及電池更換採購案,"2,216,550",否,無,公開招標,115/05/22,115/06/10,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjY5MzM=
2026/05/28 10:37:57,中部,未提供,新北市政府消防局,TPFB115067-1150929629,新北市政府消防局115年度義勇消防總隊暨所屬單位救護器材及裝備開口契約採購案,"3,346,900",否,無,公開招標,115/05/22,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjY3NTU=
2026/05/28 10:37:57,中部,未提供,桃園市政府社會局,1150522D-1,桃園市政府社會局115年社工人員職業安全及輔導方案,"500,000",否,無,公開取得報價單或企劃書,115/05/22,115/05/29,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjU5OTI=
2026/05/28 10:37:57,中部,未提供,高雄市政府,1150610 (更正公告),高雄市政府教育局115年度高雄市中小學數位學習學習載具及充電車採購案,"775,997,500",否,無,公開招標,115/05/22,115/06/09,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMTU5MzM=
2026/05/28 10:37:57,中部,未提供,審計部,C11544,審計部114年度中央政府總決算附屬單位決算及綜計表審核報告兩種（營業及非營業）與特別決算印製案,"1,260,000",否,無,公開取得報價單或企劃書,115/05/21,115/05/28,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjczNzE=
2026/05/28 10:37:57,中部,未提供,審計部,C11543,審計部114年度中央政府總決算審核報告（第1冊、第2冊及疫後特別決算審核報告）印製案,"1,290,000",否,無,公開取得報價單或企劃書,115/05/21,115/05/28,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjczNTY=
2026/05/28 10:37:57,中部,未提供,臺東縣政府,115180230306,臺東縣政府社會處「銀齡走讀．感受臺東新風貌」,"2,208,000",否,無,公開招標,115/05/21,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjczNDY=
2026/05/28 10:37:57,中部,未提供,臺北市政府觀光傳播局,1150043,115年臺北市政府教育部門各局暨臺北市議會教育委員會國內市政考察,"555,580",否,無,公開取得報價單或企劃書,115/05/21,115/05/25,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjcxNzQ=
2026/05/28 10:37:57,中部,未提供,臺東縣政府,115110220137,臺東縣政府115年度電動汽車(含電池)採購案,"1,950,000",否,無,公開招標,115/05/21,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjcxMzQ=
2026/05/28 10:37:57,中部,未提供,臺北市古亭地政事務所,11511,臺北市政府地政局所屬所隊115年度測量儀器聯合財物採購案,"2,260,000",否,無,公開招標,115/05/21,115/05/28,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjcwNzY=
2026/05/28 10:37:57,中部,未提供,臺東縣政府,115180230304,臺東縣政府社會處委託辦理「那些年我們走進的藍寶石大歌廳」,"6,226,500",否,無,經公開評選或公開徵求之限制性招標,115/05/21,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjcwNjE=
2026/05/28 10:37:57,中部,未提供,新北市樹林地政事務所,FI115-05,新北市政府地政局及所屬各地政事務所115年度地政資訊硬體設備維護服務案,"4,783,039",否,無,經公開評選或公開徵求之限制性招標,115/05/21,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjcwNTM=
2026/05/28 10:37:57,中部,未提供,桃園市八德區大勇國民小學,1150502,「桃園市政府家庭教育中心115年度『祖孫樂淘桃』祖父母節慶祝活動」勞務採購案,"790,000",否,無,公開取得報價單或企劃書,115/05/21,115/05/28,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjcwMDQ=
2026/05/28 10:37:57,中部,未提供,雲林縣政府,1152R10024,雲林縣政府115年度iTaiwan無線上網熱點,"248,000",否,無,公開取得報價單或企劃書,115/05/21,115/05/29,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjY5MDk=
2026/05/28 10:37:57,中部,未提供,高雄市鹽埕區忠孝國民小學,115-05,高雄市政府教育局115年公私立三級學校換發數位學生證,"6,375,000",否,無,公開招標,115/05/21,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjY3ODU=
2026/05/28 10:37:57,中部,未提供,新北市政府採購處,1150520A,新北市政府客家事務局115年度電動汽車採購,"1,850,000",否,無,公開招標,115/05/21,115/05/27,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjYzOTU=
2026/05/28 10:37:57,中部,未提供,臺南市政府消防局,TNCFD1157108,臺南市政府消防局 115年度四用及五用氣體偵測器維護保養開口契約,"699,200",否,無,公開招標,115/05/21,115/05/26,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjYzNDU=
2026/05/28 10:37:57,中部,未提供,臺南市政府,115C0004,臺南市政府永華市政中心緊急發電暨韌性供儲電系統建置案,"34,920,000",否,無,公開招標,115/05/21,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjYyMjk=
2026/05/28 10:37:57,中部,未提供,高雄市政府社會局,3297,高雄市政府社會局委託辦理「精神障礙者協作模式服務-北區據點」,"4,461,911",否,無,經公開評選或公開徵求之限制性招標,115/05/21,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjM3MTc=
2026/05/28 10:37:57,中部,未提供,臺南市政府財政稅務局,11520 (更正公告),臺南市政府財政稅務局新化分局單身宿舍2、3樓衛生盥洗空間改善工程,"1,274,260",否,無,公開取得報價單或企劃書,115/05/21,115/05/26,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjAwOTM=
