管理部查詢時間,地區,機關窗口,機關名稱,標案案號,標案名稱,預算金額,本採購是否屬中央政府計畫型案件,計劃案名稱,招標方式,公告日期,截止日期,詳細連結
2026/05/28 15:31:17,其他,,弘光科技大學,1150000079,AI助理,"2,000,000",否,,公開招標,115/05/28,115/06/10,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMzI3MDc=
2026/05/28 15:31:17,其他,,國立臺中教育大學,115-C028,生成式AI結合RAG之智慧教學助理系統,"4,220,000",否,,經公開評選或公開徵求之限制性招標,115/05/22,115/06/01,https://web.pcc.gov.tw/prkms/urlSelector/common/tpam?pk=NzEyMjcwOTE=
